method,family,size,sample,SP,modeler,TC,column
reg_accurate,PF00069.28,50000,7,76.9,85.2,10.4,16.6
reg_accurate,PF00069.28,50000,8,77.2,84.8,25.1,39.8
reg_accurate,PF00069.28,50000,9,72.2,85.9,14.8,23.1
reg_accurate,PF00072.27,100000,0,78.9,86.3,22.3,26.3
reg_accurate,PF00072.27,100000,1,82.1,89.5,32.3,38.1
reg_accurate,PF00072.27,100000,2,82.5,89.8,23.8,28.1
reg_accurate,PF00072.27,100000,3,83.7,90.3,27.7,32.7
reg_accurate,PF00072.27,100000,4,84.3,91.2,25.4,29.9
reg_accurate,PF00072.27,100000,5,87.5,93.5,32.3,37.2
reg_accurate,PF00072.27,100000,6,83.3,90.4,30.8,36.3
reg_accurate,PF00005.30,1500,5,61.1,74.4,22.2,36.6
reg_accurate,PF00072.27,100000,7,83.9,91.8,30.8,35.3
reg_accurate,PF00072.27,100000,8,85.4,93.0,29.2,34.5
reg_accurate,PF00072.27,100000,9,82.3,88.9,22.3,26.3
reg_accurate,PF00072.27,10000,0,84.0,92.1,29.2,34.4
reg_accurate,PF00072.27,10000,1,83.3,90.5,30.0,35.4
reg_accurate,PF00072.27,10000,2,84.2,91.6,28.5,33.6
reg_accurate,PF00072.27,10000,3,83.9,89.4,33.1,39.0
reg_accurate,PF00072.27,10000,4,84.2,90.9,18.5,21.8
reg_accurate,PF00072.27,10000,5,82.7,89.1,28.5,33.6
reg_accurate,PF00072.27,10000,6,84.6,90.9,23.1,27.2
reg_accurate,PF00005.30,1500,6,66.6,77.1,15.6,25.6
reg_accurate,PF00072.27,10000,7,79.1,87.6,13.8,16.3
reg_accurate,PF00072.27,10000,8,85.0,91.1,30.0,35.4
reg_accurate,PF00072.27,10000,9,80.0,88.2,30.8,36.3
reg_accurate,PF00072.27,1500,0,85.9,90.7,28.5,33.6
reg_accurate,PF00072.27,1500,1,83.9,88.5,31.5,37.2
reg_accurate,PF00072.27,1500,2,86.6,90.8,31.5,37.2
reg_accurate,PF00072.27,1500,3,87.5,91.0,32.3,38.1
reg_accurate,PF00072.27,1500,4,85.6,90.5,31.5,37.2
reg_accurate,PF00072.27,1500,5,87.2,90.8,32.3,38.1
reg_accurate,PF00072.27,1500,6,85.4,90.0,33.1,39.0
reg_accurate,PF00005.30,1500,7,64.7,78.4,21.8,35.8
reg_accurate,PF00072.27,1500,7,84.7,88.7,15.4,18.1
reg_accurate,PF00072.27,1500,8,87.5,91.3,33.1,39.0
reg_accurate,PF00072.27,1500,9,85.6,90.5,26.9,31.7
reg_accurate,PF00072.27,200000,0,81.1,89.3,21.5,25.4
reg_accurate,PF00072.27,200000,1,83.2,90.5,24.6,29.0
reg_accurate,PF00072.27,200000,2,81.3,90.4,23.1,27.2
reg_accurate,PF00072.27,200000,3,81.4,91.0,26.9,31.7
reg_accurate,PF00072.27,200000,4,84.6,91.6,26.9,31.7
reg_accurate,PF00072.27,200000,5,84.0,92.2,30.0,35.4
reg_accurate,PF00072.27,200000,6,82.2,90.5,22.3,26.3
reg_accurate,PF00005.30,1500,8,64.8,76.0,23.6,38.7
reg_accurate,PF00072.27,200000,7,85.1,92.3,27.7,32.7
reg_accurate,PF00072.27,200000,8,83.4,91.7,28.5,33.6
reg_accurate,PF00072.27,200000,9,81.6,89.7,23.8,28.1
reg_accurate,PF00072.27,20000,0,81.9,89.5,31.5,37.2
reg_accurate,PF00072.27,20000,1,83.7,91.9,29.2,34.5
reg_accurate,PF00072.27,20000,2,85.0,91.3,33.8,39.0
reg_accurate,PF00072.27,20000,3,82.6,88.9,31.5,36.3
reg_accurate,PF00072.27,20000,4,80.7,87.8,29.2,34.5
reg_accurate,PF00072.27,20000,5,85.2,90.8,18.5,21.8
reg_accurate,PF00072.27,20000,6,85.9,92.1,31.5,37.2
reg_accurate,PF00005.30,1500,9,62.2,76.6,22.2,36.6
reg_accurate,PF00072.27,20000,7,84.7,94.0,30.0,35.4
reg_accurate,PF00072.27,20000,8,81.4,89.0,32.3,37.2
reg_accurate,PF00072.27,20000,9,85.1,90.9,30.8,36.3
reg_accurate,PF00072.27,300000,0,84.3,90.9,26.9,31.7
reg_accurate,PF00072.27,300000,1,82.8,91.1,29.2,34.5
reg_accurate,PF00072.27,300000,2,83.2,92.1,33.8,39.8
reg_accurate,PF00072.27,300000,3,86.3,93.0,32.3,38.1
reg_accurate,PF00072.27,300000,4,85.1,92.4,25.4,29.9
reg_accurate,PF00072.27,300000,5,83.5,91.7,30.8,36.3
reg_accurate,PF00072.27,300000,6,84.7,91.9,20.8,24.5
reg_accurate,PF00005.30,100000,3,48.2,73.9,0.0,0.0
reg_accurate,PF00005.30,200000,0,52.4,76.3,17.3,28.5
reg_accurate,PF00072.27,300000,7,84.1,92.3,28.5,33.6
reg_accurate,PF00072.27,300000,8,81.2,90.0,23.8,28.1
reg_accurate,PF00072.27,300000,9,84.3,90.4,23.1,27.2
reg_accurate,PF00072.27,500000,0,79.6,89.7,23.8,28.1
reg_accurate,PF00072.27,500000,1,83.1,90.3,26.2,30.8
reg_accurate,PF00072.27,500000,2,82.9,91.1,28.5,33.6
reg_accurate,PF00072.27,500000,3,83.6,93.2,26.9,31.7
reg_accurate,PF00072.27,500000,4,83.5,91.1,27.7,32.7
reg_accurate,PF00072.27,500000,5,82.6,91.3,30.0,34.5
reg_accurate,PF00072.27,500000,6,82.2,90.4,28.5,33.6
reg_accurate,PF00005.30,200000,1,60.4,81.0,16.4,27.0
reg_accurate,PF00072.27,500000,7,81.9,89.8,21.5,25.4
reg_accurate,PF00072.27,500000,8,82.3,90.2,18.5,21.8
reg_accurate,PF00072.27,500000,9,82.2,90.3,13.1,15.4
reg_accurate,PF00072.27,50000,0,82.8,91.1,29.2,34.5
reg_accurate,PF00072.27,50000,1,83.3,90.8,23.8,28.1
reg_accurate,PF00072.27,50000,2,84.3,92.1,26.9,31.7
reg_accurate,PF00072.27,50000,3,83.0,90.2,23.1,27.2
reg_accurate,PF00072.27,50000,4,84.8,91.5,31.5,37.2
reg_accurate,PF00072.27,50000,5,83.6,90.4,23.1,27.2
reg_accurate,PF00072.27,50000,6,85.3,92.6,31.5,37.2
reg_accurate,PF00005.30,200000,2,58.7,77.6,3.1,5.1
reg_accurate,PF00072.27,50000,7,83.6,90.0,32.3,38.1
reg_accurate,PF00072.27,50000,8,84.7,91.3,29.2,34.5
reg_accurate,PF00072.27,50000,9,80.9,88.9,24.6,29.0
reg_accurate,PF00072.27,52,0,93.3,93.2,49.2,54.4
reg_accurate,PF00096.29,100000,0,83.6,94.6,0.0,0.0
reg_accurate,PF00096.29,100000,1,85.1,94.8,3.2,4.3
reg_accurate,PF00096.29,100000,2,82.0,93.4,0.0,0.0
reg_accurate,PF00096.29,100000,3,88.9,95.6,9.7,13.0
reg_accurate,PF00096.29,100000,4,81.7,93.0,3.2,4.3
reg_accurate,PF00096.29,100000,5,84.9,94.4,0.0,0.0
reg_accurate,PF00005.30,200000,3,49.8,79.5,13.8,22.7
reg_accurate,PF00096.29,100000,6,85.7,94.9,9.7,4.3
reg_accurate,PF00096.29,100000,7,82.9,94.4,0.0,0.0
reg_accurate,PF00096.29,100000,8,82.1,93.8,0.0,0.0
reg_accurate,PF00096.29,100000,9,82.3,94.3,0.0,0.0
reg_accurate,PF00096.29,10000,0,90.4,95.6,32.3,34.5
reg_accurate,PF00096.29,10000,1,86.7,94.6,6.5,8.6
reg_accurate,PF00096.29,10000,2,84.7,92.4,16.1,21.6
reg_accurate,PF00096.29,10000,3,78.6,89.0,6.5,8.6
reg_accurate,PF00096.29,10000,4,83.5,90.3,3.2,4.3
reg_accurate,PF00096.29,10000,5,90.3,94.3,12.9,13.0
reg_accurate,PF00005.30,200000,4,58.7,81.2,10.2,16.8
reg_accurate,PF00096.29,10000,6,89.8,94.4,16.1,13.0
reg_accurate,PF00096.29,10000,7,82.7,92.4,3.2,4.3
reg_accurate,PF00096.29,10000,8,87.5,93.4,9.7,13.0
reg_accurate,PF00096.29,10000,9,88.7,94.6,22.6,25.9
reg_accurate,PF00096.29,1500,0,92.7,96.5,16.1,17.3
reg_accurate,PF00096.29,1500,1,90.2,94.0,25.8,25.9
reg_accurate,PF00096.29,1500,2,89.5,93.4,19.4,21.6
reg_accurate,PF00096.29,1500,3,89.3,94.6,19.4,25.9
reg_accurate,PF00096.29,1500,4,88.4,92.4,19.4,25.9
reg_accurate,PF00096.29,1500,5,88.8,93.4,12.9,17.3
reg_accurate,PF00005.30,200000,5,55.1,77.2,10.2,16.8
reg_accurate,PF00096.29,1500,6,89.5,93.8,6.5,8.6
reg_accurate,PF00096.29,1500,7,91.5,94.7,25.8,30.2
reg_accurate,PF00096.29,1500,8,91.3,94.5,32.3,34.5
reg_accurate,PF00096.29,1500,9,85.2,90.1,12.9,17.3
reg_accurate,PF00096.29,159,0,89.2,91.8,29.0,34.5
reg_accurate,PF00096.29,200000,0,84.4,94.6,3.2,4.3
reg_accurate,PF00096.29,200000,1,84.7,93.7,0.0,0.0
reg_accurate,PF00096.29,200000,2,84.1,93.9,3.2,4.3
reg_accurate,PF00096.29,200000,3,83.1,93.7,9.7,13.0
reg_accurate,PF00096.29,200000,4,85.6,94.1,0.0,0.0
reg_accurate,PF00005.30,200000,6,52.5,77.1,15.1,24.9
reg_accurate,PF00096.29,200000,5,82.0,92.5,3.2,4.3
reg_accurate,PF00096.29,200000,6,80.5,92.9,0.0,0.0
reg_accurate,PF00096.29,200000,7,83.0,94.2,0.0,0.0
reg_accurate,PF00096.29,200000,8,86.4,94.7,0.0,0.0
reg_accurate,PF00096.29,200000,9,86.4,95.6,9.7,13.0
reg_accurate,PF00096.29,20000,0,89.5,95.3,0.0,0.0
reg_accurate,PF00096.29,20000,1,89.7,95.1,12.9,17.3
reg_accurate,PF00096.29,20000,2,88.0,94.5,6.5,8.6
reg_accurate,PF00096.29,20000,3,88.1,93.6,9.7,13.0
reg_accurate,PF00096.29,20000,4,89.2,94.4,22.6,21.6
reg_accurate,PF00005.30,200000,7,56.3,78.4,9.8,16.1
reg_accurate,PF00096.29,20000,5,85.1,93.0,9.7,13.0
reg_accurate,PF00096.29,20000,6,86.0,96.0,6.5,8.6
reg_accurate,PF00096.29,20000,7,83.2,94.4,9.7,13.0
reg_accurate,PF00096.29,20000,8,87.6,94.0,3.2,4.3
reg_accurate,PF00096.29,20000,9,88.9,95.2,3.2,4.3
reg_accurate,PF00096.29,300000,0,87.5,95.7,0.0,0.0
reg_accurate,PF00096.29,300000,1,84.6,94.1,6.5,8.6
reg_accurate,PF00096.29,300000,2,86.2,93.7,6.5,8.6
reg_accurate,PF00096.29,300000,3,87.1,95.3,6.5,8.6
reg_accurate,PF00096.29,300000,4,85.9,95.1,0.0,0.0
reg_accurate,PF00005.30,200000,8,52.7,78.3,15.1,24.9
reg_accurate,PF00096.29,300000,5,81.4,93.9,0.0,0.0
reg_accurate,PF00096.29,300000,6,79.8,93.2,0.0,0.0
reg_accurate,PF00096.29,300000,7,83.1,94.0,0.0,0.0
reg_accurate,PF00096.29,300000,8,82.6,94.3,3.2,4.3
reg_accurate,PF00096.29,300000,9,86.2,94.7,3.2,4.3
reg_accurate,PF00096.29,500000,0,82.7,94.5,3.2,4.3
reg_accurate,PF00096.29,500000,1,84.7,94.9,3.2,4.3
reg_accurate,PF00096.29,500000,2,85.6,95.5,9.7,13.0
reg_accurate,PF00096.29,500000,3,84.1,94.5,0.0,0.0
reg_accurate,PF00096.29,500000,4,81.9,94.7,3.2,4.3
reg_accurate,PF00005.30,200000,9,51.2,80.0,2.7,4.4
reg_accurate,PF00096.29,500000,5,83.5,93.6,3.2,4.3
reg_accurate,PF00096.29,500000,6,81.3,94.1,0.0,0.0
reg_accurate,PF00096.29,500000,7,82.2,94.6,3.2,4.3
reg_accurate,PF00096.29,500000,8,84.1,94.5,0.0,0.0
reg_accurate,PF00096.29,500000,9,86.0,94.9,19.4,25.9
reg_accurate,PF00096.29,50000,0,81.7,91.3,0.0,0.0
reg_accurate,PF00096.29,50000,1,84.7,94.6,6.5,8.6
reg_accurate,PF00096.29,50000,2,86.6,94.7,3.2,4.3
reg_accurate,PF00096.29,50000,3,89.5,95.9,9.7,13.0
reg_accurate,PF00096.29,50000,4,83.2,93.6,3.2,4.3
reg_accurate,PF00005.30,100000,4,58.1,78.7,22.2,36.6
reg_accurate,PF00005.30,20000,0,60.7,76.7,19.6,32.2
reg_accurate,PF00096.29,50000,5,84.2,94.6,3.2,4.3
reg_accurate,PF00096.29,50000,6,86.6,94.4,3.2,4.3
reg_accurate,PF00096.29,50000,7,76.6,94.7,3.2,4.3
reg_accurate,PF00096.29,50000,8,81.7,95.0,9.7,4.3
reg_accurate,PF00096.29,50000,9,87.4,94.6,9.7,13.0
reg_accurate,PF00400.35,100000,0,0.0,0.0,0.8,0.0
reg_accurate,PF00400.35,100000,1,0.0,0.0,0.0,0.0
reg_accurate,PF00400.35,100000,2,0.0,0.0,0.0,0.0
reg_accurate,PF00400.35,100000,3,0.0,0.0,0.0,0.0
reg_accurate,PF00400.35,100000,4,0.0,0.0,0.0,0.0
reg_accurate,PF00005.30,20000,1,61.3,76.2,19.6,32.2
reg_accurate,PF00400.35,100000,5,0.0,0.0,0.0,0.0
reg_accurate,PF00400.35,100000,6,0.0,0.0,0.0,0.0
reg_accurate,PF00400.35,100000,7,0.0,0.0,0.0,0.0
reg_accurate,PF00400.35,100000,8,0.0,0.0,0.0,0.0
reg_accurate,PF00400.35,100000,9,0.0,0.0,0.0,0.0
reg_accurate,PF00400.35,10000,0,0.0,0.0,0.0,0.0
reg_accurate,PF00400.35,10000,1,0.0,0.0,0.0,0.0
reg_accurate,PF00400.35,10000,2,0.0,0.0,0.0,0.0
reg_accurate,PF00400.35,10000,3,1.7,2.1,0.0,0.0
reg_accurate,PF00400.35,10000,4,0.0,0.0,0.0,0.0
reg_accurate,PF00005.30,20000,2,59.8,77.5,22.7,37.3
reg_accurate,PF00400.35,10000,5,5.7,6.4,0.0,0.0
reg_accurate,PF00400.35,10000,6,0.1,0.2,0.0,0.0
reg_accurate,PF00400.35,10000,7,4.2,4.7,0.0,0.0
reg_accurate,PF00400.35,10000,8,0.0,0.0,0.0,0.0
reg_accurate,PF00400.35,10000,9,0.0,0.0,0.0,0.0
reg_accurate,PF00400.35,1465,0,15.6,15.8,0.8,2.8
reg_accurate,PF00400.35,1500,0,13.9,14.2,0.0,0.0
reg_accurate,PF00400.35,1500,1,18.5,18.0,0.0,0.0
reg_accurate,PF00400.35,1500,2,17.4,17.0,0.0,0.0
reg_accurate,PF00400.35,1500,3,17.1,16.9,0.0,0.0
reg_accurate,PF00005.30,20000,3,58.2,79.3,16.0,26.3
reg_accurate,PF00400.35,1500,4,16.7,16.4,0.0,0.0
reg_accurate,PF00400.35,1500,5,17.8,17.4,0.0,0.0
reg_accurate,PF00400.35,1500,6,17.2,16.9,0.0,0.0
reg_accurate,PF00400.35,1500,7,16.7,16.5,0.0,0.0
reg_accurate,PF00400.35,1500,8,14.7,15.0,0.0,0.0
reg_accurate,PF00400.35,1500,9,16.5,16.4,0.0,0.0
reg_accurate,PF00400.35,200000,0,0.0,0.0,0.0,0.0
reg_accurate,PF00400.35,200000,1,0.0,0.0,0.0,0.0
reg_accurate,PF00400.35,200000,2,0.0,0.0,0.0,0.0
reg_accurate,PF00400.35,200000,3,0.0,0.0,0.0,0.0
reg_accurate,PF00005.30,20000,4,64.0,79.3,16.4,27.0
reg_accurate,PF00400.35,200000,4,0.0,0.0,0.0,0.0
reg_accurate,PF00400.35,200000,5,0.0,0.0,0.0,0.0
reg_accurate,PF00400.35,200000,6,0.0,0.0,0.0,0.0
reg_accurate,PF00400.35,200000,7,0.0,0.0,0.0,0.0
reg_accurate,PF00400.35,200000,8,0.0,0.0,0.8,0.0
reg_accurate,PF00400.35,200000,9,0.0,0.0,0.0,0.0
reg_accurate,PF00400.35,20000,0,0.0,0.0,0.0,0.0
reg_accurate,PF00400.35,20000,1,0.4,0.5,0.0,0.0
reg_accurate,PF00400.35,20000,2,0.0,0.0,0.0,0.0
reg_accurate,PF00400.35,20000,3,0.0,0.0,0.0,0.0
reg_accurate,PF00005.30,20000,5,59.0,76.8,17.8,29.2
reg_accurate,PF00400.35,20000,4,0.0,0.0,0.0,0.0
reg_accurate,PF00400.35,20000,5,3.2,3.6,0.0,0.0
reg_accurate,PF00400.35,20000,6,1.8,2.2,0.0,0.0
reg_accurate,PF00400.35,20000,7,1.6,1.9,0.0,0.0
reg_accurate,PF00400.35,20000,8,0.0,0.0,0.0,0.0
reg_accurate,PF00400.35,20000,9,0.0,0.0,0.0,0.0
reg_accurate,PF00400.35,300000,0,0.0,0.0,0.0,0.0
reg_accurate,PF00400.35,300000,1,0.0,0.0,0.0,0.0
reg_accurate,PF00400.35,300000,2,0.0,0.0,0.0,0.0
reg_accurate,PF00400.35,300000,3,0.0,0.0,0.8,0.0
reg_accurate,PF00005.30,20000,6,62.3,77.9,19.1,31.4
reg_accurate,PF00400.35,300000,4,0.0,0.0,0.8,0.0
reg_accurate,PF00400.35,300000,5,0.0,0.0,0.0,0.0
reg_accurate,PF00400.35,300000,6,0.0,0.0,0.0,0.0
reg_accurate,PF00400.35,300000,7,0.0,0.0,0.0,0.0
reg_accurate,PF00400.35,300000,8,0.0,0.0,0.0,0.0
reg_accurate,PF00400.35,300000,9,0.0,0.0,0.0,0.0
reg_accurate,PF00400.35,500000,0,0.0,0.0,0.0,0.0
reg_accurate,PF00400.35,500000,1,0.0,0.0,0.0,0.0
reg_accurate,PF00400.35,500000,2,0.0,0.0,0.0,0.0
reg_accurate,PF00400.35,500000,3,0.0,0.0,0.0,0.0
reg_accurate,PF00005.30,20000,7,54.6,78.2,18.2,30.0
reg_accurate,PF00400.35,500000,4,0.0,0.0,0.0,0.0
reg_accurate,PF00400.35,500000,5,0.0,0.0,0.0,0.0
reg_accurate,PF00400.35,500000,6,0.0,0.0,0.0,0.0
reg_accurate,PF00400.35,500000,7,0.0,0.0,0.0,0.0
reg_accurate,PF00400.35,500000,8,0.0,0.0,0.0,0.0
reg_accurate,PF00400.35,500000,9,0.0,0.0,0.0,0.0
reg_accurate,PF00400.35,50000,0,0.0,0.0,0.0,0.0
reg_accurate,PF00400.35,50000,1,0.0,0.0,0.0,0.0
reg_accurate,PF00400.35,50000,2,0.0,0.0,0.0,0.0
reg_accurate,PF00400.35,50000,3,0.0,0.0,0.0,0.0
reg_accurate,PF00005.30,20000,8,59.1,75.8,17.8,29.2
reg_accurate,PF00400.35,50000,4,0.0,0.0,0.0,0.0
reg_accurate,PF00400.35,50000,5,0.0,0.0,0.0,0.0
reg_accurate,PF00400.35,50000,6,0.0,0.0,0.0,0.0
reg_accurate,PF00400.35,50000,7,0.0,0.0,0.8,0.0
reg_accurate,PF00400.35,50000,8,0.0,0.0,0.0,0.0
reg_accurate,PF00400.35,50000,9,0.0,0.0,0.0,0.0
reg_accurate,PF07679.19,100000,0,79.7,93.2,38.0,42.9
reg_accurate,PF07679.19,100000,1,79.3,90.0,40.0,45.1
reg_accurate,PF07679.19,100000,2,78.9,92.7,33.0,37.2
reg_accurate,PF07679.19,100000,3,79.7,91.6,31.0,35.0
reg_accurate,PF00005.30,20000,9,61.1,76.9,13.8,22.7
reg_accurate,PF07679.19,100000,4,82.1,92.4,33.0,37.2
reg_accurate,PF07679.19,100000,5,82.6,93.4,41.0,46.3
reg_accurate,PF07679.19,100000,6,73.2,92.1,15.0,16.9
reg_accurate,PF07679.19,100000,7,82.9,93.2,46.0,51.9
reg_accurate,PF07679.19,100000,8,81.1,91.8,40.0,45.1
reg_accurate,PF07679.19,100000,9,78.9,89.4,39.0,44.0
reg_accurate,PF07679.19,10000,0,82.8,91.9,40.0,45.1
reg_accurate,PF07679.19,10000,1,83.5,92.7,36.0,40.6
reg_accurate,PF07679.19,10000,2,81.8,92.9,45.0,50.8
reg_accurate,PF07679.19,10000,3,85.1,91.7,50.0,56.4
reg_accurate,PF00005.30,100000,5,63.3,79.2,8.9,14.6
reg_accurate,PF00005.30,300000,0,58.8,81.4,8.4,13.9
reg_accurate,PF07679.19,10000,4,83.4,93.5,35.0,39.5
reg_accurate,PF07679.19,10000,5,84.6,91.7,39.0,44.0
reg_accurate,PF07679.19,10000,6,79.2,89.0,26.0,29.3
reg_accurate,PF07679.19,10000,7,83.9,93.0,34.0,38.4
reg_accurate,PF07679.19,10000,8,80.3,88.1,29.0,32.7
reg_accurate,PF07679.19,10000,9,85.7,93.2,43.0,48.5
reg_accurate,PF07679.19,1500,0,86.0,91.7,52.0,58.6
reg_accurate,PF07679.19,1500,1,88.6,93.6,43.0,48.5
reg_accurate,PF07679.19,1500,2,84.9,91.7,47.0,53.0
reg_accurate,PF07679.19,1500,3,87.5,92.8,48.0,54.2
reg_accurate,PF00005.30,300000,1,57.6,80.7,9.3,15.4
reg_accurate,PF07679.19,1500,4,86.6,92.2,46.0,51.9
reg_accurate,PF07679.19,1500,5,86.4,92.5,43.0,48.5
reg_accurate,PF07679.19,1500,6,88.5,92.9,45.0,50.7
reg_accurate,PF07679.19,1500,7,84.0,89.8,41.0,46.3
reg_accurate,PF07679.19,1500,8,89.9,93.3,41.0,46.3
reg_accurate,PF07679.19,1500,9,89.0,93.0,50.0,56.4
reg_accurate,PF07679.19,200000,0,81.8,92.2,37.0,41.7
reg_accurate,PF07679.19,200000,1,77.7,90.6,33.0,37.2
reg_accurate,PF07679.19,200000,2,76.4,90.5,34.0,38.4
reg_accurate,PF07679.19,200000,3,78.1,91.5,32.0,36.1
reg_accurate,PF00005.30,300000,2,55.0,79.4,9.3,15.4
reg_accurate,PF07679.19,200000,4,70.1,85.8,37.0,41.7
reg_accurate,PF07679.19,200000,5,76.9,92.0,38.0,42.9
reg_accurate,PF07679.19,200000,6,79.5,93.2,44.0,49.6
reg_accurate,PF07679.19,200000,7,81.8,92.2,42.0,47.4
reg_accurate,PF07679.19,200000,8,75.9,91.2,14.0,15.8
reg_accurate,PF07679.19,200000,9,79.5,91.9,35.0,39.5
reg_accurate,PF07679.19,20000,0,85.0,92.5,37.0,41.7
reg_accurate,PF07679.19,20000,1,83.6,92.9,43.0,48.5
reg_accurate,PF07679.19,20000,2,77.8,91.5,34.0,38.3
reg_accurate,PF07679.19,20000,3,84.3,91.8,43.0,48.5
reg_accurate,PF00005.30,300000,3,61.4,80.1,9.8,16.1
reg_accurate,PF07679.19,20000,4,82.8,91.2,36.0,40.6
reg_accurate,PF07679.19,20000,5,77.5,90.4,26.0,29.3
reg_accurate,PF07679.19,20000,6,81.9,92.9,38.0,42.8
reg_accurate,PF07679.19,20000,7,78.9,92.2,37.0,41.7
reg_accurate,PF07679.19,20000,8,79.9,90.7,25.0,28.2
reg_accurate,PF07679.19,20000,9,81.7,92.7,34.0,38.4
reg_accurate,PF07679.19,300000,0,79.5,92.6,32.0,36.1
reg_accurate,PF07679.19,300000,1,81.6,93.9,39.0,44.0
reg_accurate,PF07679.19,300000,2,72.3,90.9,28.0,31.6
reg_accurate,PF07679.19,300000,3,80.4,94.1,27.0,30.5
reg_accurate,PF00005.30,300000,4,58.8,83.5,12.4,20.5
reg_accurate,PF07679.19,300000,4,78.3,91.4,37.0,41.7
reg_accurate,PF07679.19,300000,5,79.8,93.3,34.0,38.4
reg_accurate,PF07679.19,300000,6,75.0,93.0,41.0,46.3
reg_accurate,PF07679.19,300000,7,78.1,92.2,39.0,44.0
reg_accurate,PF07679.19,300000,8,73.2,92.2,34.0,38.3
reg_accurate,PF07679.19,300000,9,81.8,94.2,32.0,36.1
reg_accurate,PF07679.19,48,0,94.4,94.2,57.0,64.3
reg_accurate,PF07679.19,500000,0,79.2,93.2,16.0,18.1
reg_accurate,PF07679.19,500000,1,77.4,92.5,34.0,38.4
reg_accurate,PF07679.19,500000,2,77.7,93.6,37.0,41.7
reg_accurate,PF00005.30,300000,5,58.9,79.7,19.1,31.4
reg_accurate,PF07679.19,500000,3,76.9,94.3,38.0,42.9
reg_accurate,PF07679.19,500000,4,76.4,92.5,27.0,30.5
reg_accurate,PF07679.19,500000,5,78.7,92.0,37.0,41.7
reg_accurate,PF07679.19,500000,6,78.0,93.5,24.0,27.1
reg_accurate,PF07679.19,500000,7,78.3,91.1,34.0,38.4
reg_accurate,PF07679.19,500000,8,76.8,91.5,24.0,27.1
reg_accurate,PF07679.19,500000,9,76.3,90.4,21.0,23.7
reg_accurate,PF07679.19,50000,0,80.2,91.1,33.0,37.2
reg_accurate,PF07679.19,50000,1,78.0,89.7,35.0,39.5
reg_accurate,PF07679.19,50000,2,86.2,91.7,43.0,48.5
reg_accurate,PF00005.30,300000,6,60.9,78.8,14.7,24.1
reg_accurate,PF07679.19,50000,3,81.2,91.5,34.0,38.4
reg_accurate,PF07679.19,50000,4,82.6,91.1,42.0,47.4
reg_accurate,PF07679.19,50000,5,82.1,93.8,38.0,42.9
reg_accurate,PF07679.19,50000,6,78.6,91.7,36.0,40.6
reg_accurate,PF07679.19,50000,7,82.4,90.4,36.0,40.6
reg_accurate,PF07679.19,50000,8,79.2,92.0,43.0,48.5
reg_accurate,PF07679.19,50000,9,71.9,90.5,27.0,30.5
reg_accurate,PF07690.19,100000,0,26.5,40.7,0.0,0.0
reg_accurate,PF07690.19,100000,1,26.7,39.2,0.7,0.0
reg_accurate,PF07690.19,100000,2,30.6,42.0,1.6,0.0
reg_accurate,PF00005.30,300000,7,54.1,76.5,7.1,11.7
reg_accurate,PF07690.19,100000,3,24.9,38.3,0.0,0.0
reg_accurate,PF07690.19,100000,4,25.0,38.5,0.6,0.0
reg_accurate,PF07690.19,100000,5,24.8,40.0,0.0,0.0
reg_accurate,PF07690.19,100000,6,26.1,37.7,0.0,0.0
reg_accurate,PF07690.19,100000,7,28.5,41.5,1.4,0.0
reg_accurate,PF07690.19,100000,8,32.0,46.3,0.0,0.0
reg_accurate,PF07690.19,100000,9,27.5,41.3,0.0,0.0
reg_accurate,PF07690.19,10000,0,32.7,43.9,1.1,0.0
reg_accurate,PF07690.19,10000,1,32.3,44.8,0.0,0.0
reg_accurate,PF07690.19,10000,2,28.9,41.2,1.6,0.0
reg_accurate,PF00005.30,300000,8,52.9,79.2,4.0,6.6
reg_accurate,PF07690.19,10000,3,32.1,44.4,0.0,0.0
reg_accurate,PF07690.19,10000,4,34.6,43.8,0.4,0.0
reg_accurate,PF07690.19,10000,5,35.0,46.3,0.0,0.0
reg_accurate,PF07690.19,10000,6,30.2,43.7,0.0,0.0
reg_accurate,PF07690.19,10000,7,34.0,45.0,2.3,0.0
reg_accurate,PF07690.19,10000,8,32.5,43.3,1.3,0.0
reg_accurate,PF07690.19,10000,9,33.9,44.2,0.4,0.0
reg_accurate,PF07690.19,1500,0,36.2,44.2,0.4,0.0
reg_accurate,PF07690.19,1500,1,39.5,45.8,1.7,0.0
reg_accurate,PF07690.19,1500,2,37.1,47.5,0.4,0.0
reg_accurate,PF00005.30,300000,9,55.3,80.9,14.7,24.1
reg_accurate,PF07690.19,1500,3,37.5,45.1,0.0,0.0
reg_accurate,PF07690.19,1500,4,34.3,42.3,0.0,0.0
reg_accurate,PF07690.19,1500,5,38.9,47.6,0.6,0.0
reg_accurate,PF07690.19,1500,6,39.8,48.0,0.0,0.0
reg_accurate,PF07690.19,1500,7,38.9,48.6,1.7,0.0
reg_accurate,PF07690.19,1500,8,43.5,49.7,0.8,0.0
reg_accurate,PF07690.19,1500,9,38.8,47.9,0.0,0.0
reg_accurate,PF07690.19,192,0,52.8,56.2,0.6,0.0
reg_accurate,PF07690.19,200000,0,30.2,44.0,1.4,0.0
reg_accurate,PF07690.19,200000,1,25.4,40.1,1.3,0.0
reg_accurate,PF00005.30,100000,6,55.3,77.6,17.8,29.2
