method,family,size,sample,SP,modeler,TC,column
learnMSA,PF00400.35,500000,3,19.7,18.3,0.0,0.0
learnMSA,PF00005.30,20000,7,74.6,75.3,20.4,33.6
learnMSA,PF00400.35,500000,4,19.4,18.1,0.0,0.0
learnMSA,PF00400.35,500000,5,17.7,16.6,0.0,0.0
learnMSA,PF00400.35,500000,6,19.3,18.0,0.0,0.0
learnMSA,PF00400.35,500000,7,19.4,18.1,0.0,0.0
learnMSA,PF00400.35,500000,8,19.3,17.9,0.0,0.0
learnMSA,PF00400.35,500000,9,19.8,18.4,0.0,0.0
learnMSA,PF00400.35,50000,0,17.1,16.2,0.0,0.0
learnMSA,PF00400.35,50000,1,17.3,16.4,0.0,0.0
learnMSA,PF00400.35,50000,2,15.2,14.8,0.0,0.0
learnMSA,PF00400.35,50000,3,16.9,16.0,0.0,0.0
learnMSA,PF00005.30,20000,8,74.7,75.3,20.4,33.6
learnMSA,PF00400.35,50000,4,16.7,15.9,0.0,0.0
learnMSA,PF00400.35,50000,5,16.9,16.1,0.0,0.0
learnMSA,PF00400.35,50000,6,16.8,16.1,0.0,0.0
learnMSA,PF00400.35,50000,7,16.7,15.9,0.0,0.0
learnMSA,PF00400.35,50000,8,16.9,16.1,0.0,0.0
learnMSA,PF00400.35,50000,9,16.7,16.0,0.0,0.0
learnMSA,PF07679.19,100000,0,92.5,93.2,53.0,59.8
learnMSA,PF07679.19,100000,1,92.6,93.3,54.0,60.9
learnMSA,PF07679.19,100000,2,92.4,93.3,54.0,60.9
learnMSA,PF07679.19,100000,3,92.7,93.4,54.0,60.9
learnMSA,PF00005.30,20000,9,74.4,75.2,20.9,34.4
learnMSA,PF07679.19,100000,4,93.1,94.0,55.0,62.0
learnMSA,PF07679.19,100000,5,92.1,92.9,53.0,59.8
learnMSA,PF07679.19,100000,6,93.3,93.9,55.0,62.0
learnMSA,PF07679.19,100000,7,92.7,93.4,54.0,60.9
learnMSA,PF07679.19,100000,8,92.4,93.4,54.0,60.9
learnMSA,PF07679.19,100000,9,92.3,93.1,48.0,54.2
learnMSA,PF07679.19,10000,0,92.0,93.5,50.0,56.4
learnMSA,PF07679.19,10000,1,91.8,93.8,53.0,59.8
learnMSA,PF07679.19,10000,2,92.1,93.3,54.0,60.9
learnMSA,PF07679.19,10000,3,92.0,93.2,52.0,58.6
learnMSA,PF00005.30,100000,5,76.3,76.9,21.8,35.8
learnMSA,PF00005.30,300000,0,74.4,74.6,21.8,35.8
learnMSA,PF07679.19,10000,4,92.7,93.8,52.0,58.6
learnMSA,PF07679.19,10000,5,92.6,93.6,51.0,57.5
learnMSA,PF07679.19,10000,6,92.2,93.3,53.0,59.8
learnMSA,PF07679.19,10000,7,92.9,93.9,52.0,58.6
learnMSA,PF07679.19,10000,8,92.1,93.6,50.0,56.4
learnMSA,PF07679.19,10000,9,91.5,93.8,54.0,60.9
learnMSA,PF07679.19,1500,0,92.5,94.0,51.0,57.5
learnMSA,PF07679.19,1500,1,91.8,93.2,50.0,56.4
learnMSA,PF07679.19,1500,2,92.7,93.8,49.0,55.3
learnMSA,PF07679.19,1500,3,91.9,93.2,53.0,59.8
learnMSA,PF00005.30,300000,1,75.4,75.8,22.2,36.6
learnMSA,PF07679.19,1500,4,92.2,93.6,50.0,56.4
learnMSA,PF07679.19,1500,5,92.0,93.4,55.0,62.0
learnMSA,PF07679.19,1500,6,92.2,93.5,56.0,63.1
learnMSA,PF07679.19,1500,7,91.9,93.3,52.0,58.7
learnMSA,PF07679.19,1500,8,90.7,93.1,53.0,59.8
learnMSA,PF07679.19,1500,9,92.9,93.8,56.0,63.1
learnMSA,PF07679.19,200000,0,92.9,93.6,50.0,56.4
learnMSA,PF07679.19,200000,1,92.8,93.2,55.0,62.0
learnMSA,PF07679.19,200000,2,91.9,92.5,44.0,49.6
learnMSA,PF07679.19,200000,3,92.1,92.9,49.0,55.2
learnMSA,PF00005.30,300000,2,75.0,75.5,22.7,37.3
learnMSA,PF07679.19,200000,4,91.9,92.9,46.0,51.9
learnMSA,PF07679.19,200000,5,91.3,91.9,47.0,53.0
learnMSA,PF07679.19,200000,6,92.1,92.7,50.0,56.4
learnMSA,PF07679.19,200000,7,92.5,93.3,45.0,50.8
learnMSA,PF07679.19,200000,8,92.2,92.6,49.0,55.2
learnMSA,PF07679.19,200000,9,91.4,92.2,42.0,47.4
learnMSA,PF07679.19,20000,0,91.9,93.5,52.0,58.6
learnMSA,PF07679.19,20000,1,91.2,93.1,52.0,58.6
learnMSA,PF07679.19,20000,2,91.1,92.8,50.0,56.4
learnMSA,PF07679.19,20000,3,91.5,93.6,50.0,56.4
learnMSA,PF00005.30,300000,3,75.6,75.9,21.3,35.1
learnMSA,PF07679.19,20000,4,91.5,93.2,52.0,58.6
learnMSA,PF07679.19,20000,5,92.3,93.9,52.0,58.6
learnMSA,PF07679.19,20000,6,91.3,93.5,53.0,59.8
learnMSA,PF07679.19,20000,7,92.3,94.0,52.0,58.6
learnMSA,PF07679.19,20000,8,92.2,93.9,51.0,57.5
learnMSA,PF07679.19,20000,9,91.6,93.0,53.0,59.8
learnMSA,PF07679.19,300000,0,92.4,92.7,45.0,50.8
learnMSA,PF07679.19,300000,1,91.4,91.8,49.0,55.2
learnMSA,PF07679.19,300000,2,92.4,92.7,43.0,48.5
learnMSA,PF07679.19,300000,3,91.4,91.9,44.0,49.6
learnMSA,PF00005.30,300000,4,75.0,75.8,23.1,38.0
learnMSA,PF07679.19,300000,4,92.7,93.3,44.0,49.6
learnMSA,PF07679.19,300000,5,91.8,92.5,49.0,55.2
learnMSA,PF07679.19,300000,6,92.6,92.8,49.0,55.3
learnMSA,PF07679.19,300000,7,92.8,93.1,45.0,50.8
learnMSA,PF07679.19,300000,8,92.1,92.7,50.0,56.4
learnMSA,PF07679.19,300000,9,92.9,93.5,50.0,56.4
learnMSA,PF07679.19,48,0,92.0,91.8,57.0,64.3
learnMSA,PF07679.19,500000,0,92.3,92.3,51.0,57.5
learnMSA,PF07679.19,500000,1,92.5,92.6,47.0,53.0
learnMSA,PF07679.19,500000,2,91.9,92.3,47.0,53.0
learnMSA,PF00005.30,300000,5,74.5,75.0,22.7,37.3
learnMSA,PF07679.19,500000,3,91.9,92.4,44.0,49.6
learnMSA,PF07679.19,500000,4,92.5,92.8,44.0,49.6
learnMSA,PF07679.19,500000,5,91.5,91.9,50.0,56.4
learnMSA,PF07679.19,500000,6,91.9,92.3,43.0,48.5
learnMSA,PF07679.19,500000,7,93.0,93.2,52.0,58.7
learnMSA,PF07679.19,500000,8,92.6,92.8,51.0,57.5
learnMSA,PF07679.19,500000,9,92.6,92.6,48.0,54.2
learnMSA,PF07679.19,50000,0,92.0,93.1,52.0,58.6
learnMSA,PF07679.19,50000,1,92.3,93.1,52.0,58.6
learnMSA,PF07679.19,50000,2,92.7,93.6,52.0,58.6
learnMSA,PF00005.30,300000,6,76.0,76.7,22.7,37.3
learnMSA,PF07679.19,50000,3,92.6,93.5,53.0,59.8
learnMSA,PF07679.19,50000,4,93.1,94.0,51.0,57.5
learnMSA,PF07679.19,50000,5,92.3,93.2,53.0,59.8
learnMSA,PF07679.19,50000,6,92.3,93.1,45.0,50.8
learnMSA,PF07679.19,50000,7,91.9,92.8,52.0,58.6
learnMSA,PF07679.19,50000,8,92.5,93.2,54.0,60.9
learnMSA,PF07679.19,50000,9,92.6,93.5,53.0,59.8
learnMSA,PF07690.19,100000,0,54.7,56.4,0.0,0.0
learnMSA,PF07690.19,100000,1,57.0,55.8,0.0,0.0
learnMSA,PF07690.19,100000,2,56.6,55.4,0.0,0.0
learnMSA,PF00005.30,300000,7,76.2,76.7,22.2,36.6
learnMSA,PF07690.19,100000,3,56.5,55.1,0.0,0.0
learnMSA,PF07690.19,100000,4,53.5,56.4,0.0,0.0
learnMSA,PF07690.19,100000,5,56.9,55.3,0.6,0.0
learnMSA,PF07690.19,100000,6,57.2,55.7,0.0,0.0
learnMSA,PF07690.19,100000,7,56.7,55.1,0.3,0.0
learnMSA,PF07690.19,100000,8,57.0,55.4,0.4,0.0
learnMSA,PF07690.19,100000,9,57.1,55.5,0.0,0.0
learnMSA,PF07690.19,10000,0,52.2,54.6,0.0,0.0
learnMSA,PF07690.19,10000,1,52.5,54.7,0.3,0.0
learnMSA,PF07690.19,10000,2,52.9,54.6,0.3,0.0
learnMSA,PF00005.30,300000,8,75.8,75.9,22.2,35.8
learnMSA,PF07690.19,10000,3,52.8,54.9,0.3,0.0
learnMSA,PF07690.19,10000,4,52.3,54.6,0.3,0.0
learnMSA,PF07690.19,10000,5,52.8,55.0,0.3,0.0
learnMSA,PF07690.19,10000,6,52.3,54.7,0.3,0.0
learnMSA,PF07690.19,10000,7,51.8,53.7,0.3,0.0
learnMSA,PF07690.19,10000,8,51.7,53.8,0.3,0.0
learnMSA,PF07690.19,10000,9,51.6,53.9,0.3,0.0
learnMSA,PF07690.19,1500,0,52.2,54.2,0.3,0.0
learnMSA,PF07690.19,1500,1,51.6,53.6,0.3,0.0
learnMSA,PF07690.19,1500,2,51.3,53.8,0.3,0.0
learnMSA,PF00005.30,300000,9,75.7,75.8,23.1,38.0
learnMSA,PF07690.19,1500,3,51.3,53.2,0.0,0.0
learnMSA,PF07690.19,1500,4,51.4,53.2,0.3,0.0
learnMSA,PF07690.19,1500,5,51.8,53.6,0.0,0.0
learnMSA,PF07690.19,1500,6,51.8,54.2,0.0,0.0
learnMSA,PF07690.19,1500,7,50.8,53.3,0.0,0.0
learnMSA,PF07690.19,1500,8,51.4,54.6,0.3,0.0
learnMSA,PF07690.19,1500,9,51.7,53.6,0.3,0.0
learnMSA,PF07690.19,192,0,54.3,52.4,0.3,0.0
learnMSA,PF07690.19,200000,0,54.5,55.6,0.0,0.0
learnMSA,PF07690.19,200000,1,56.8,55.1,0.0,0.0
learnMSA,PF00005.30,100000,6,75.1,76.0,21.3,34.4
learnMSA,PF00005.30,500000,0,75.5,75.1,24.0,39.5
learnMSA,PF07690.19,200000,2,52.9,56.3,0.0,0.0
learnMSA,PF07690.19,200000,3,56.6,55.2,0.0,0.0
learnMSA,PF07690.19,200000,4,56.4,55.0,0.3,0.0
learnMSA,PF07690.19,200000,5,52.8,55.8,0.3,0.0
learnMSA,PF07690.19,200000,6,52.0,56.2,0.0,0.0
learnMSA,PF07690.19,200000,7,55.3,54.1,0.1,0.0
learnMSA,PF07690.19,200000,8,56.5,54.8,0.0,0.0
learnMSA,PF07690.19,200000,9,52.4,55.9,0.0,0.0
learnMSA,PF07690.19,20000,0,56.6,55.0,0.0,0.0
learnMSA,PF07690.19,20000,1,56.8,55.1,0.0,0.0
learnMSA,PF00005.30,500000,1,75.0,74.8,24.0,39.5
learnMSA,PF07690.19,20000,2,57.2,55.7,0.0,0.0
learnMSA,PF07690.19,20000,3,56.4,55.0,0.0,0.0
learnMSA,PF07690.19,20000,4,56.7,55.2,0.0,0.0
learnMSA,PF07690.19,20000,5,56.8,55.1,0.0,0.0
learnMSA,PF07690.19,20000,6,56.5,55.1,0.3,0.0
learnMSA,PF07690.19,20000,7,56.7,55.2,0.0,0.0
learnMSA,PF07690.19,20000,8,56.7,55.2,0.0,0.0
learnMSA,PF07690.19,20000,9,56.7,55.4,0.0,0.0
learnMSA,PF07690.19,300000,0,48.6,54.6,0.0,0.0
learnMSA,PF07690.19,300000,1,52.0,56.6,0.1,0.0
learnMSA,PF00005.30,500000,2,75.2,75.3,24.0,39.5
learnMSA,PF07690.19,300000,2,50.7,56.0,0.0,0.0
learnMSA,PF07690.19,300000,3,52.2,56.0,0.0,0.0
learnMSA,PF07690.19,300000,4,50.9,56.1,0.0,0.0
learnMSA,PF07690.19,300000,5,52.4,55.9,0.7,0.0
learnMSA,PF07690.19,300000,6,44.0,47.9,0.0,0.0
learnMSA,PF07690.19,300000,7,51.0,56.5,0.3,0.0
learnMSA,PF07690.19,300000,8,51.8,56.1,0.0,0.0
learnMSA,PF07690.19,300000,9,51.8,56.0,0.1,0.0
learnMSA,PF07690.19,500000,0,50.8,56.1,0.1,0.0
learnMSA,PF07690.19,500000,1,50.8,53.8,0.0,0.0
learnMSA,PF00005.30,500000,3,76.0,75.7,22.2,36.6
learnMSA,PF07690.19,500000,2,45.1,51.5,0.0,0.0
learnMSA,PF07690.19,500000,3,51.1,55.6,1.8,0.0
learnMSA,PF07690.19,500000,4,51.1,56.1,0.0,0.0
learnMSA,PF07690.19,500000,5,51.2,56.0,0.0,0.0
learnMSA,PF07690.19,500000,6,51.4,56.0,0.4,0.0
learnMSA,PF07690.19,500000,7,51.6,54.4,0.0,0.0
learnMSA,PF07690.19,500000,8,50.9,56.0,0.1,0.0
learnMSA,PF07690.19,500000,9,52.1,55.5,0.0,0.0
learnMSA,PF07690.19,50000,0,56.4,54.9,0.0,0.0
learnMSA,PF07690.19,50000,1,56.9,55.6,0.0,0.0
learnMSA,PF00005.30,500000,4,76.0,75.9,23.1,38.0
learnMSA,PF07690.19,50000,2,57.0,55.4,0.0,0.0
learnMSA,PF07690.19,50000,3,53.6,56.7,0.0,0.0
learnMSA,PF07690.19,50000,4,57.2,55.8,0.0,0.0
learnMSA,PF07690.19,50000,5,56.9,55.4,0.1,0.0
learnMSA,PF07690.19,50000,6,57.1,55.5,0.0,0.0
learnMSA,PF07690.19,50000,7,56.8,55.6,0.0,0.0
learnMSA,PF07690.19,50000,8,56.6,55.4,0.0,0.0
learnMSA,PF07690.19,50000,9,56.9,55.5,0.4,0.0
learnMSA,PF12796.10,100000,0,72.1,63.3,0.0,0.0
learnMSA,PF12796.10,100000,1,72.3,63.4,0.0,0.0
learnMSA,PF00005.30,500000,5,75.1,74.9,23.1,37.3
learnMSA,PF12796.10,100000,2,71.5,62.7,0.0,0.0
learnMSA,PF12796.10,100000,3,72.2,63.2,0.0,0.0
learnMSA,PF12796.10,100000,4,72.1,63.1,0.0,0.0
learnMSA,PF12796.10,100000,5,71.9,63.0,0.0,0.0
learnMSA,PF12796.10,100000,6,71.0,62.3,0.0,0.0
learnMSA,PF12796.10,100000,7,72.3,63.5,0.0,0.0
learnMSA,PF12796.10,100000,8,71.9,62.8,0.0,0.0
learnMSA,PF12796.10,100000,9,72.0,63.1,0.0,0.0
learnMSA,PF12796.10,10000,0,63.1,57.4,0.0,0.0
learnMSA,PF12796.10,10000,1,25.6,32.6,0.0,0.0
learnMSA,PF00005.30,500000,6,75.4,75.5,23.1,38.0
learnMSA,PF12796.10,10000,2,56.9,54.2,0.0,0.0
learnMSA,PF12796.10,10000,3,58.9,54.1,0.0,0.0
learnMSA,PF12796.10,10000,4,59.2,54.2,0.0,0.0
learnMSA,PF12796.10,10000,5,59.8,55.1,0.0,0.0
learnMSA,PF12796.10,10000,6,62.0,56.7,0.0,0.0
learnMSA,PF12796.10,10000,7,57.8,54.9,0.0,0.0
learnMSA,PF12796.10,10000,8,59.3,54.4,0.0,0.0
learnMSA,PF12796.10,10000,9,57.6,54.6,0.0,0.0
learnMSA,PF12796.10,1500,0,69.1,61.2,0.9,0.0
learnMSA,PF12796.10,1500,1,69.4,61.4,0.9,0.0
learnMSA,PF00005.30,500000,7,74.8,74.5,23.6,38.7
learnMSA,PF12796.10,1500,2,66.4,59.1,0.0,0.0
learnMSA,PF12796.10,1500,3,66.9,59.4,0.0,0.0
learnMSA,PF12796.10,1500,4,67.6,60.4,0.0,0.0
learnMSA,PF12796.10,1500,5,69.6,61.8,1.8,0.0
learnMSA,PF12796.10,1500,6,71.0,62.9,0.0,0.0
learnMSA,PF12796.10,1500,7,67.8,60.7,0.0,0.0
learnMSA,PF12796.10,1500,8,67.9,60.5,0.0,0.0
learnMSA,PF12796.10,1500,9,66.5,60.1,0.0,0.0
learnMSA,PF12796.10,184,0,75.5,65.3,0.4,0.0
learnMSA,PF12796.10,200000,0,73.2,63.9,0.0,0.0
learnMSA,PF00005.30,500000,8,75.8,75.5,24.0,39.5
learnMSA,PF12796.10,200000,1,72.8,63.6,0.0,0.0
learnMSA,PF12796.10,200000,2,73.6,64.2,0.0,0.0
learnMSA,PF12796.10,200000,3,73.4,63.8,0.0,0.0
learnMSA,PF12796.10,200000,4,72.6,63.5,0.0,0.0
learnMSA,PF12796.10,200000,5,72.0,62.9,0.0,0.0
learnMSA,PF12796.10,200000,6,73.0,63.7,0.0,0.0
learnMSA,PF12796.10,200000,7,72.9,63.8,0.0,0.0
learnMSA,PF12796.10,200000,8,73.1,63.7,0.9,0.0
learnMSA,PF12796.10,200000,9,71.6,62.7,0.0,0.0
learnMSA,PF12796.10,20000,0,71.1,63.2,0.0,0.0
learnMSA,PF00005.30,500000,9,75.4,75.5,23.1,38.0
learnMSA,PF12796.10,20000,1,71.7,63.5,0.0,0.0
learnMSA,PF12796.10,20000,2,71.2,63.3,0.0,0.0
learnMSA,PF12796.10,20000,3,71.5,63.2,0.0,0.0
learnMSA,PF12796.10,20000,4,71.6,63.4,0.0,0.0
learnMSA,PF12796.10,20000,5,71.6,63.4,0.0,0.0
learnMSA,PF12796.10,20000,6,71.4,63.9,0.0,0.0
learnMSA,PF12796.10,20000,7,71.9,63.5,0.0,0.0
learnMSA,PF12796.10,20000,8,71.8,63.5,0.0,0.0
learnMSA,PF12796.10,20000,9,72.7,64.3,0.0,0.0
learnMSA,PF12796.10,300000,0,73.0,63.4,0.0,0.0
learnMSA,PF00005.30,100000,7,76.1,76.8,20.9,34.4
learnMSA,PF00005.30,50000,0,75.8,76.6,20.4,33.6
learnMSA,PF12796.10,300000,1,71.7,62.4,0.0,0.0
learnMSA,PF12796.10,300000,2,71.9,62.7,0.0,0.0
learnMSA,PF12796.10,300000,3,71.6,62.4,0.0,0.0
learnMSA,PF12796.10,300000,4,71.6,62.4,0.0,0.0
learnMSA,PF12796.10,300000,5,71.5,62.5,0.0,0.0
learnMSA,PF12796.10,300000,6,73.3,63.7,0.0,0.0
learnMSA,PF12796.10,300000,7,71.4,62.2,0.0,0.0
learnMSA,PF12796.10,300000,8,71.3,62.0,0.0,0.0
learnMSA,PF12796.10,300000,9,73.0,63.3,0.0,0.0
learnMSA,PF12796.10,500000,0,71.0,61.7,0.0,0.0
learnMSA,PF00005.30,50000,1,75.4,76.3,20.4,33.6
learnMSA,PF12796.10,500000,1,71.9,62.5,0.0,0.0
learnMSA,PF12796.10,500000,2,72.4,62.8,0.0,0.0
learnMSA,PF12796.10,500000,3,71.4,62.2,0.0,0.0
learnMSA,PF12796.10,500000,4,72.0,62.4,0.0,0.0
learnMSA,PF12796.10,500000,5,72.4,62.8,0.0,0.0
learnMSA,PF12796.10,500000,6,71.6,62.1,0.0,0.0
learnMSA,PF12796.10,500000,7,70.8,61.6,0.0,0.0
learnMSA,PF12796.10,500000,8,70.9,61.7,0.0,0.0
learnMSA,PF12796.10,500000,9,71.7,62.3,0.0,0.0
learnMSA,PF12796.10,50000,0,71.3,62.6,0.0,0.0
learnMSA,PF00005.30,50000,2,75.8,76.6,20.4,33.6
learnMSA,PF12796.10,50000,1,72.3,63.5,0.0,0.0
learnMSA,PF12796.10,50000,2,71.6,62.9,0.0,0.0
learnMSA,PF12796.10,50000,3,70.9,62.3,0.0,0.0
learnMSA,PF12796.10,50000,4,72.4,63.6,0.0,0.0
learnMSA,PF12796.10,50000,5,71.2,62.5,0.0,0.0
learnMSA,PF12796.10,50000,6,71.1,62.7,0.0,0.0
learnMSA,PF12796.10,50000,7,71.1,62.5,0.0,0.0
learnMSA,PF12796.10,50000,8,71.0,62.3,0.0,0.0
learnMSA,PF12796.10,50000,9,72.3,63.5,0.0,0.0
learnMSA,PF13855.9,100000,0,94.8,95.5,35.4,36.6
learnMSA,PF00005.30,50000,3,75.5,76.2,20.4,33.6
learnMSA,PF13855.9,100000,1,95.0,95.7,29.2,29.9
learnMSA,PF13855.9,100000,2,95.2,96.0,35.4,36.6
learnMSA,PF13855.9,100000,3,95.4,96.1,35.4,36.6
learnMSA,PF13855.9,100000,4,95.1,95.9,35.4,36.6
learnMSA,PF13855.9,100000,5,95.2,95.6,32.3,33.2
learnMSA,PF13855.9,100000,6,95.2,95.9,35.4,36.6
learnMSA,PF13855.9,100000,7,94.8,95.6,35.4,36.6
learnMSA,PF13855.9,100000,8,95.1,95.8,35.4,36.6
learnMSA,PF13855.9,100000,9,94.9,95.7,32.3,33.2
learnMSA,PF13855.9,10000,0,94.7,95.1,32.3,33.2
learnMSA,PF00005.30,50000,4,75.2,76.1,20.4,33.6
learnMSA,PF13855.9,10000,1,95.3,95.5,35.4,36.5
learnMSA,PF13855.9,10000,2,95.1,95.5,35.4,36.5
learnMSA,PF13855.9,10000,3,95.3,95.7,47.7,49.8
learnMSA,PF13855.9,10000,4,95.2,95.4,35.4,36.5
learnMSA,PF13855.9,10000,5,94.2,94.7,35.4,36.5
learnMSA,PF13855.9,10000,6,94.9,95.7,43.1,44.8
learnMSA,PF13855.9,10000,7,96.2,96.4,47.7,49.8
learnMSA,PF13855.9,10000,8,94.4,94.9,35.4,36.5
learnMSA,PF13855.9,10000,9,95.7,96.2,47.7,49.8
learnMSA,PF13855.9,1500,0,95.1,95.5,35.4,36.5
learnMSA,PF00005.30,50000,5,75.8,76.6,20.4,33.6
learnMSA,PF13855.9,1500,1,95.5,95.9,44.6,46.5
learnMSA,PF13855.9,1500,2,95.9,96.3,50.8,53.1
learnMSA,PF13855.9,1500,3,96.1,96.4,50.8,53.1
learnMSA,PF13855.9,1500,4,96.2,96.6,49.2,51.5
learnMSA,PF13855.9,1500,5,95.9,96.5,50.8,53.0
learnMSA,PF13855.9,1500,6,95.0,95.7,47.7,49.8
learnMSA,PF13855.9,1500,7,95.4,95.9,50.8,53.1
learnMSA,PF13855.9,1500,8,96.1,96.4,50.8,53.1
learnMSA,PF13855.9,1500,9,95.9,96.1,50.8,53.1
learnMSA,PF13855.9,200000,0,95.1,95.7,32.3,33.2
learnMSA,PF00005.30,50000,6,73.5,74.9,20.4,33.6
learnMSA,PF13855.9,200000,1,95.4,95.7,30.8,31.6
learnMSA,PF13855.9,200000,2,95.8,96.0,38.5,39.8
learnMSA,PF13855.9,200000,3,95.2,95.3,35.4,36.5
learnMSA,PF13855.9,200000,4,95.0,95.1,35.4,36.5
learnMSA,PF13855.9,200000,5,94.3,95.1,27.7,28.3
learnMSA,PF13855.9,200000,6,95.6,95.7,35.4,36.5
learnMSA,PF13855.9,200000,7,95.4,95.6,35.4,36.5
learnMSA,PF13855.9,200000,8,95.4,95.5,38.5,39.8
learnMSA,PF13855.9,200000,9,94.7,95.4,35.4,36.5
learnMSA,PF13855.9,20000,0,94.6,95.0,33.8,34.9
learnMSA,PF00005.30,50000,7,76.5,77.5,21.3,35.1
learnMSA,PF13855.9,20000,1,95.8,96.2,43.1,44.9
learnMSA,PF13855.9,20000,2,95.3,95.7,46.2,48.1
learnMSA,PF13855.9,20000,3,95.8,96.2,47.7,49.9
learnMSA,PF13855.9,20000,4,95.2,95.6,35.4,36.5
learnMSA,PF13855.9,20000,5,94.7,95.1,32.3,33.2
learnMSA,PF13855.9,20000,6,95.3,95.7,43.1,44.9
learnMSA,PF13855.9,20000,7,95.7,96.1,44.6,46.5
learnMSA,PF13855.9,20000,8,94.9,95.3,30.8,31.6
learnMSA,PF13855.9,20000,9,95.4,95.8,46.2,48.1
learnMSA,PF13855.9,300000,0,94.8,94.9,27.7,28.2
learnMSA,PF00005.30,50000,8,75.5,76.3,20.4,33.6
learnMSA,PF13855.9,300000,1,94.8,94.9,32.3,33.2
learnMSA,PF13855.9,300000,2,94.9,95.0,30.8,33.1
learnMSA,PF13855.9,300000,3,95.0,95.2,27.7,28.3
learnMSA,PF13855.9,300000,4,95.1,95.0,30.8,33.2
learnMSA,PF13855.9,300000,5,94.9,94.9,29.2,31.5
learnMSA,PF13855.9,300000,6,95.1,95.2,32.3,33.2
learnMSA,PF13855.9,300000,7,95.2,95.3,27.7,28.3
learnMSA,PF13855.9,300000,8,95.5,95.6,29.2,31.5
learnMSA,PF13855.9,300000,9,95.5,95.6,29.2,31.5
learnMSA,PF13855.9,500000,0,94.7,94.7,27.7,29.9
learnMSA,PF00005.30,50000,9,75.3,76.2,20.4,33.6
learnMSA,PF13855.9,500000,1,94.9,94.8,26.2,28.2
learnMSA,PF13855.9,500000,2,94.0,94.0,26.2,28.2
learnMSA,PF13855.9,500000,3,94.1,94.1,27.7,29.9
learnMSA,PF13855.9,500000,4,94.0,94.0,27.7,29.9
learnMSA,PF13855.9,500000,5,94.5,94.5,32.3,34.8
learnMSA,PF13855.9,500000,6,94.2,94.2,32.3,34.8
learnMSA,PF13855.9,500000,7,95.1,95.1,32.3,34.8
learnMSA,PF13855.9,500000,8,94.4,94.5,27.7,29.9
learnMSA,PF13855.9,500000,9,94.6,94.6,27.7,29.9
learnMSA,PF13855.9,50000,0,95.2,96.0,35.4,36.6
learnMSA,PF00005.30,100000,8,75.9,76.6,21.8,35.8
learnMSA,PF00005.30,55,0,76.8,75.7,22.7,37.3
learnMSA,PF13855.9,50000,1,95.1,96.0,47.7,49.9
learnMSA,PF13855.9,50000,2,95.1,95.8,35.4,36.6
learnMSA,PF13855.9,50000,3,95.5,96.4,47.7,49.9
learnMSA,PF13855.9,50000,4,95.2,95.4,35.4,36.5
learnMSA,PF13855.9,50000,5,95.5,95.8,35.4,36.5
learnMSA,PF13855.9,50000,6,95.2,96.1,50.8,53.1
learnMSA,PF13855.9,50000,7,94.9,95.7,35.4,36.6
learnMSA,PF13855.9,50000,8,96.0,96.2,38.5,39.8
learnMSA,PF13855.9,50000,9,95.2,95.4,35.4,36.5
learnMSA,PF13855.9,62,0,95.4,95.4,27.7,29.9
learnMSA,PF00041.24,100000,0,79.6,80.4,14.7,20.3
learnMSA,PF00041.24,100000,1,79.0,80.3,15.6,21.5
learnMSA,PF00041.24,100000,2,80.0,80.7,15.6,21.5
learnMSA,PF00041.24,100000,3,80.2,81.3,16.5,22.8
learnMSA,PF00041.24,100000,4,80.0,81.2,15.6,21.5
learnMSA,PF00041.24,100000,5,79.6,80.8,16.5,22.8
learnMSA,PF00041.24,100000,6,79.8,80.5,15.6,21.5
learnMSA,PF00041.24,100000,7,79.5,80.2,16.5,22.8
learnMSA,PF00041.24,100000,8,80.0,80.7,15.6,21.5
learnMSA,PF00005.30,100000,9,75.3,76.4,20.9,34.4
learnMSA,PF00041.24,100000,9,80.1,81.2,16.5,22.8
learnMSA,PF00041.24,10000,0,79.8,81.8,16.5,22.8
learnMSA,PF00041.24,10000,1,78.5,80.5,14.7,20.3
learnMSA,PF00041.24,10000,2,79.5,81.6,16.5,22.8
learnMSA,PF00041.24,10000,3,78.6,81.1,15.6,21.5
learnMSA,PF00041.24,10000,4,77.3,80.4,15.6,21.5
learnMSA,PF00041.24,10000,5,78.1,80.3,15.6,21.5
learnMSA,PF00041.24,10000,6,78.8,81.2,15.6,21.5
learnMSA,PF00041.24,10000,7,78.5,80.6,15.6,21.5
learnMSA,PF00041.24,10000,8,78.2,80.4,15.6,21.5
reg,PF00005.30,100000,0,45.9,80.3,8.4,13.9
reg,PF00005.30,100000,1,44.3,79.8,12.9,21.2
reg,PF00005.30,10000,0,51.9,73.7,16.0,26.3
reg,PF00041.24,10000,9,50.9,72.4,0.0,0.0
reg,PF00041.24,1500,0,53.6,69.1,0.0,0.0
reg,PF00041.24,1500,1,56.7,71.7,0.9,1.3
reg,PF00041.24,1500,2,57.4,72.4,2.8,3.8
reg,PF00041.24,1500,3,58.1,73.2,0.0,0.0
reg,PF00041.24,1500,4,56.1,71.6,0.9,1.3
reg,PF00041.24,1500,5,55.8,71.9,3.7,5.1
reg,PF00041.24,1500,6,56.4,71.5,1.8,2.5
reg,PF00041.24,1500,7,59.6,73.1,0.0,0.0
reg,PF00041.24,1500,8,57.2,70.9,0.9,1.3
